2	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p
10	nan	nan	1	1	32.0	32.0	32.0	1.005	-1.68641964372e-20	4.99137532022e-19	6.66449079776e-21	1.0	8.37785068006e-20	1.80996423808e-20	3.28469285342e-20	1.0	815227444.394	3003464.62278	3207016.01639	2988521.70129	381831151.053	-5318107.43502	3191057.48062	-5318097.91209	385413758.045
11	nan	nan	1	1	32.0	32.0	32.0	1.0055	-4.44325235912e-21	-1.17945615592e-20	9.19824841159e-22	1.0	5.94647321065e-19	-3.68736437561e-21	-2.09318054007e-21	1.0	888800309.147	3554903.96029	3714200.34183	3535463.14276	424067550.873	-6447823.58878	3693881.35089	-6447828.32101	428256264.941
12	nan	nan	1	1	32.0	32.0	32.0	1.006	-7.95975223944e-21	6.31487670801e-19	3.26033238438e-21	1.0	-1.3227116371e-18	1.36319364949e-21	7.5462032922e-20	1.0	961242918.885	4092632.0694	4305136.63585	4068223.21974	466741670.679	-7710880.0569	4279454.7799	-7710875.53761	471836566.955
13	nan	nan	1	1	32.0	32.0	32.0	1.0065	-2.3021263628e-20	-3.06007195808e-19	6.0522737469e-21	1.0	3.0073702133e-19	-5.16574292539e-22	9.04753610398e-20	1.0	1032772090.28	4691369.73876	4944889.97464	4661079.85774	509786036.577	-9106567.94959	4912959.84598	-9106565.65957	516007647.699
14	nan	nan	1	1	32.0	32.0	32.0	1.007	-1.7968224061e-20	1.30062632834e-18	9.1858407024e-21	1.0	-1.90438400988e-18	-6.31138807378e-22	-1.69009542757e-20	1.0	1103209755.98	5414400.86633	5598088.62378	5376765.75026	553339434.683	-10584979.8901	5559184.79208	-10584974.1908	560789330.355
15	nan	nan	1	1	32.0	32.0	32.0	1.0075	2.74760448169e-20	-9.5237750019e-20	8.1514513464e-21	1.0	-4.24806792665e-18	2.32892701464e-21	-6.95658895157e-22	1.0	1172219429.8	6277221.20634	6239935.70328	6230480.65953	597592205.148	-12039334.3887	6193506.91216	-12039327.4867	606296324.801
16	nan	nan	1	1	32.0	32.0	32.0	1.008	-3.01546624355e-20	-5.76540957842e-19	1.08615018283e-20	1.0	2.82556335929e-18	8.09809819689e-21	7.85821581925e-22	1.0	1239534715.21	7254587.40583	6866145.37488	7196977.89781	642699284.81	-13373198.0379	6811681.98028	-13373191.32	652611389.499
17	nan	nan	1	1	32.0	32.0	32.0	1.0085	3.4327995421e-20	-3.71019456051e-20	-6.48199407512e-21	1.0	-2.12695515166e-18	8.32433209443e-21	8.54907706686e-20	1.0	1305124730.64	8297676.38223	7489990.69894	8227695.77194	688709912.119	-14547106.4605	7426885.98322	-14547104.6183	699702800.109
18	nan	nan	1	1	32.0	32.0	32.0	1.009	-7.04369107007e-20	3.12801781436e-18	-1.54459435782e-20	1.0	4.58897056378e-19	1.22273838148e-20	-6.78288102293e-22	1.0	1369137653.12	9357997.07612	8119724.78679	9274487.31824	735581626.948	-15566587.1374	8047305.72214	-15566591.2663	747464687.791
19	nan	nan	1	1	32.0	32.0	32.0	1.0095	6.31453136011e-20	-8.6467629613e-19	-1.7426627555e-20	1.0	-1.80675684526e-18	1.14076478277e-20	2.42397006703e-20	1.0	1431771270.5	10397019.7572	8749784.83374	10299153.0966	783233278.287	-16452572.1851	8667432.54202	-16452580.2249	795785389.745
20	nan	nan	1	1	32.0	32.0	32.0	1.01	-9.52581193416e-21	-1.80466345792e-18	-2.15501229085e-20	1.0	6.32015784263e-18	7.12450661592e-21	-9.49404819864e-20	1.0	1493213831.13	11387956.0261	9365627.05592	11275194.6279	831576522.992	-17226034.0475	9272872.79702	-17226041.3101	844570851.93
21	nan	nan	1	1	32.0	32.0	32.0	1.0105	8.11935673864e-20	-1.36160049963e-18	-1.92007231737e-20	1.0	1.36298726792e-18	1.72880748024e-21	1.44731791778e-19	1.0	1553629653.11	12314546.6165	9951641.43424	12186589.3664	880527565.336	-17905043.2068	9848202.39889	-17905045.2395	893746318.098
22	nan	nan	1	1	32.0	32.0	32.0	1.011	3.07223151308e-20	1.23206029339e-18	-1.4544937096e-20	1.0	-5.17238518571e-19	-2.90174958884e-21	-1.82277519782e-20	1.0	1613163064.93	13169863.3114	10496037.7746	13026579.6177	930009187.811	-18506433.4817	10381803.3292	-18506427.7923	943250523.849
23	nan	nan	1	1	32.0	32.0	32.0	1.0115	-1.03740856523e-19	-4.29456995273e-18	-1.31937375654e-20	1.0	1.89159662479e-19	6.86559908419e-23	-7.50467882545e-20	1.0	1671962858.62	13950929.3776	10997786.6147	13792293.8209	979934594.03	-19039361.2124	10872623.251	-19039311.2682	993029709.684
24	nan	nan	1	1	32.0	32.0	32.0	1.012	-1.11202852829e-19	-1.77568752786e-18	-1.53725312988e-20	1.0	9.83203750565e-18	-4.50317125474e-21	2.14168641119e-19	1.0	1730104962.61	14673421.6861	11447047.9577	14499466.9267	1030276894.85	-19530897.5571	11311259.8373	-19530886.4195	1043036166.2
25	nan	nan	1	1	32.0	32.0	32.0	1.0125	1.66054853609e-19	-4.0604683268e-19	-1.58793862192e-20	1.0	7.78531060161e-18	-1.14308088849e-20	-1.64708203572e-20	1.0	1787709556.96	15333561.2475	11859427.9361	15144230.0693	1080954192.11	-19979942.3951	11712907.8317	-19979871.2265	1093239932.39
26	nan	nan	1	1	32.0	32.0	32.0	1.013	1.10981168425e-19	2.65321696994e-18	-1.80321237633e-20	1.0	6.11486650385e-19	-8.56545524299e-21	-2.89248516598e-20	1.0	1844834755.5	15952236.1748	12233158.7309	15747541.8901	1131945749.0	-20402341.6966	12076125.0366	-20402311.9901	1143606345.24
27	nan	nan	1	1	32.0	32.0	32.0	1.0135	1.73512714012e-19	2.63468502229e-18	5.79234257916e-20	1.0	5.12867530778e-18	-4.71658385278e-21	4.91146760509e-20	1.0	1901577711.99	16523934.2265	12583476.348	16303790.6639	1183188502.07	-20796368.5238	12415815.313	-20796338.8637	1194107903.69
28	nan	nan	1	1	32.0	32.0	32.0	1.014	-7.72272363492e-20	-2.05986687487e-18	6.29808080568e-20	1.0	1.36456246797e-17	-9.48445290353e-21	6.3497692542e-20	1.0	1957957067.61	17067965.2433	12909557.8741	16832326.0938	1234673842.92	-21170943.3506	12731288.3199	-21170922.2379	1244735634.93
29	nan	nan	1	1	32.0	32.0	32.0	1.0145	-7.49458722198e-20	4.28837354276e-18	5.98985262992e-20	1.0	-1.11874523487e-19	-7.16172974348e-21	1.26833257684e-19	1.0	2014053993.26	17580199.0552	13221159.7984	17328882.917	1286350070.21	-21526402.4564	13032123.7941	-21526345.1895	1295464728.6
30	nan	nan	1	1	32.0	32.0	32.0	1.015	-9.05928206868e-20	1.19564294314e-17	4.40823159993e-20	1.0	-4.27259962207e-18	-9.65485210972e-21	-4.87639514712e-20	1.0	2069904082.91	18075089.1405	13521609.57	17808012.0485	1338194814.03	-21869105.8383	13321819.7214	-21869091.2279	1346285473.04
31	nan	nan	1	1	32.0	32.0	32.0	1.0155	-9.70580643545e-20	-2.64030736891e-18	-2.48623608764e-20	1.0	5.08578433866e-18	-5.39321759385e-22	8.42499997498e-20	1.0	2125534492.89	18546078.1934	13810808.2141	18262964.2564	1390192738.24	-22195450.3858	13599970.6163	-22195428.6582	1397186747.58
32	nan	nan	1	1	32.0	32.0	32.0	1.016	-7.67061125633e-20	1.12816543652e-17	-1.99587308076e-20	1.0	-8.21972683416e-19	-1.50546871485e-22	-2.97123276029e-21	1.0	2180901468.59	19007158.9795	14086464.5093	18707887.5164	1442357937.78	-22510031.0016	13864616.8918	-22509995.2596	1448196147.46
33	nan	nan	1	1	32.0	32.0	32.0	1.0165	1.38883624848e-20	7.54176505462e-18	-4.48081669868e-20	1.0	-4.6607632235e-18	-2.15497093182e-20	-6.92747219401e-20	1.0	2236093765.4	19450480.3332	14352140.6481	19134696.2603	1494645544.96	-22812695.0303	14119122.0301	-22812667.2018	1499273571.05
34	nan	nan	1	1	32.0	32.0	32.0	1.017	1.93326998405e-19	-4.80856426894e-18	-5.80416092216e-20	1.0	1.09773104228e-17	-2.94310861946e-20	1.48263852994e-19	1.0	2291124551.77	19885083.2368	14609071.5007	19552781.1242	1547042211.28	-23106519.0489	14364918.9888	-23106483.769	1550422411.64
35	nan	nan	1	1	32.0	32.0	32.0	1.0175	-2.40969292965e-19	4.19003458923e-18	1.60948667688e-21	1.0	4.43931456581e-18	-1.68529778002e-20	1.94483396901e-19	1.0	2346003354.28	20305130.6773	14855496.4817	19955824.1997	1599547569.34	-23387230.6069	14599925.7419	-23387206.6805	1601632692.17
36	nan	nan	1	1	32.0	32.0	32.0	1.018	-1.11060577764e-19	-1.61472893401e-18	6.93967310804e-20	1.0	6.06458219441e-18	-7.40822956602e-20	1.49024859158e-20	1.0	2400745850.32	20721682.8049	15094185.9164	20355336.1497	1652142703.73	-23662404.2881	14827365.5419	-23662370.3817	1652909417.92
37	nan	nan	1	1	32.0	32.0	32.0	1.0185	2.31178783235e-19	-3.86515175223e-18	1.27736952503e-19	1.0	-4.44091681466e-18	-5.5692416282e-20	-1.33116521617e-19	1.0	2455339774.42	21125739.3597	15321494.8699	20741917.5206	1704841192.06	-23923899.7281	15043146.9102	-23923878.5195	1704249772.3
38	nan	nan	1	1	32.0	32.0	32.0	1.019	-7.21996325861e-20	-6.08509399886e-18	1.0780748321e-19	1.0	8.14085516276e-19	2.76840807409e-20	1.07526862187e-19	1.0	2509724031.63	21527081.6939	15529436.897	21125787.1962	1757661138.72	-24178202.0103	15239869.7448	-24178192.5964	1755692255.61
39	nan	nan	1	1	32.0	32.0	32.0	1.0195	-4.97387011051e-19	-1.67960176262e-17	5.03358014302e-20	1.0	-7.60513991084e-19	7.31260748721e-20	7.69013271878e-20	1.0	2564001142.36	21920118.9133	15730008.8263	21500816.7547	1810558762.32	-24424655.7225	15429103.6215	-24424646.6656	1807183383.27
40	nan	nan	1	1	32.0	32.0	32.0	1.02	-3.11450044238e-20	-2.80086560735e-18	-1.95339115245e-19	1.0	-2.16875746837e-17	1.91260701235e-20	2.94244687497e-20	1.0	2618179478.01	22307522.3885	15924914.9056	21870235.2937	1863522990.17	-24665651.9507	15612705.7374	-24665643.1715	1858728958.18
41	nan	nan	1	1	32.0	32.0	32.0	1.0205	2.91339629186e-19	-1.59508801633e-17	5.88404588982e-20	1.0	5.85634774701e-18	8.73502726856e-22	-1.00452813588e-19	1.0	2672255519.26	22686759.9627	16112653.0757	22230997.2181	1916558957.53	-24898516.8228	15788926.225	-24898486.9415	1910326333.9
42	nan	nan	1	1	32.0	32.0	32.0	1.021	-3.16954104034e-19	-9.80349455294e-18	7.153644053e-20	1.0	-1.09477411974e-17	-2.41503651641e-20	-1.93057337525e-19	1.0	2726238966.81	23062545.0815	16295925.8371	22588253.2389	1969653642.58	-25127858.4942	15960804.9511	-25127823.5259	1961979692.89
43	nan	nan	1	1	32.0	32.0	32.0	1.0215	-1.6814927492e-20	9.86806336683e-18	-6.93024324906e-20	1.0	2.56620153997e-17	1.18948572085e-21	-1.04615186431e-19	1.0	2780118600.96	23429934.6985	16471910.8674	22936784.8143	2022817198.28	-25348428.3712	16125207.4664	-25348388.2985	2013688999.44
44	nan	nan	1	1	32.0	32.0	32.0	1.022	9.23629871977e-20	6.04352959479e-18	-1.31927035896e-20	1.0	2.91494146525e-18	-4.09024269295e-20	4.11280818006e-19	1.0	2833903386.9	23792584.1946	16642752.658	23280490.5897	2076039005.88	-25565176.9387	16284548.905	-25565119.6795	2065456351.61
45	nan	nan	1	1	32.0	32.0	32.0	1.0225	1.69575334296e-19	-1.93629767188e-17	3.63794033401e-21	1.0	1.77256119874e-18	-7.05320364712e-20	-3.48104071542e-19	1.0	2887590465.83	24148011.1061	16806868.1821	23616665.8597	2129323391.55	-25774515.6407	16437060.4939	-25774465.5336	2117279817.72
46	nan	nan	1	1	32.0	32.0	32.0	1.023	-2.0104459352e-19	1.1796922462e-17	3.88278579532e-21	1.0	1.00386953468e-17	-7.79601183719e-20	3.75341474752e-19	1.0	2941186087.58	24497429.6787	16965780.2065	23946760.9635	2182663879.4	-25979455.1108	16584408.3122	-25979393.4887	2169160062.89
47	nan	nan	1	1	32.0	32.0	32.0	1.0235	2.34303871589e-19	1.82377642758e-17	3.41125148714e-20	1.0	-8.92567585614e-18	7.19299717064e-20	2.35468541892e-19	1.0	2994691915.32	24840132.3775	17118869.9175	24269877.5571	2236060624.89	-26178125.3378	16725874.4917	-26178074.956	2221095118.68
48	nan	nan	1	1	32.0	32.0	32.0	1.024	1.52829889975e-20	-1.39875955171e-17	7.1982084085e-20	1.0	-2.47335705093e-17	1.79713259883e-19	-1.93123511974e-19	1.0	3048112622.64	25176026.9088	17267300.7736	24586114.3727	2289509597.38	-26372109.578	16862691.4088	-26372056.4367	2273084721.38
49	nan	nan	1	1	32.0	32.0	32.0	1.0245	-4.17104169519e-19	1.36411963682e-17	1.39549918831e-19	1.0	-2.22025202577e-18	1.14724987877e-19	1.01432195434e-19	1.0	3101451369.92	25504953.5787	17411034.6804	24895179.8668	2343009184.67	-26560450.9255	16994765.1791	-26560409.3762	2325127315.23
50	nan	nan	1	1	32.0	32.0	32.0	1.025	-1.1263552965e-19	-1.05082803005e-17	2.14560724729e-19	1.0	9.06008277951e-18	4.25137747628e-20	2.09832560348e-19	1.0	3154711859.16	25826327.5246	17551061.6231	25196627.9109	2396556728.65	-26744005.5033	17123116.3789	-26743967.3147	2377222189.93
51	nan	nan	1	1	32.0	32.0	32.0	1.0255	-1.63622942608e-19	-6.31823754284e-18	2.34679411587e-19	1.0	-1.50581364916e-17	-2.47591700949e-20	-2.83292816187e-19	1.0	3207823349.15	26132014.9198	17674821.003	25482555.6702	2450188121.28	-26923407.3889	17235365.1361	-26923482.0783	2429399150.25
52	nan	nan	1	1	32.0	32.0	32.0	1.026	1.88170354466e-19	3.88285052221e-18	1.13528471121e-19	1.0	1.16778662271e-17	-7.90007115825e-20	1.28768860317e-19	1.0	3260887185.6	26436573.4228	17798824.7991	25766667.9235	2503853888.96	-27098897.405	17347785.918	-27098915.4595	2481611390.88
53	nan	nan	1	1	32.0	32.0	32.0	1.0265	-4.27824430257e-19	1.57281139103e-17	-2.3657365519e-20	1.0	-5.27407049841e-19	-9.1777343324e-20	-4.10149234928e-20	1.0	3313909593.77	26733287.7476	17923969.7611	26043407.7586	2557547677.24	-27267944.1435	17461394.46	-27268019.8359	2533862001.09
54	nan	nan	1	1	32.0	32.0	32.0	1.027	-2.19517190959e-19	-1.78895041773e-17	2.77214693046e-19	1.0	-8.67181412615e-19	4.26974088588e-20	9.0910458042e-20	1.0	3366884530.64	27023729.7581	18049922.5142	26313467.935	2611272166.61	-27432319.5566	17575535.4846	-27432325.5683	2586153782.71
55	nan	nan	1	1	32.0	32.0	32.0	1.0275	5.71277400809e-19	2.09585502178e-17	1.04496072423e-19	1.0	-4.15609785024e-18	1.85847631306e-19	-3.36086791603e-19	1.0	3419806146.64	27305379.6631	18175589.067	26574862.409	2665029427.34	-27590488.2991	17689351.4449	-27590523.1374	2638489978.12
56	nan	nan	1	1	32.0	32.0	32.0	1.028	-3.9841650512e-19	1.94901704205e-17	-6.69346279872e-20	1.0	-6.90725093675e-18	-1.63581583577e-19	-1.7147123226e-19	1.0	3472670619.8	27578429.413	18300444.5549	26827583.4092	2718821284.79	-27743522.709	17802233.9027	-27743539.1972	2690872150.69
57	nan	nan	1	1	32.0	32.0	32.0	1.0285	2.42178631021e-19	-5.62619135901e-18	-1.19072649177e-19	1.0	-1.091249255e-17	-7.37712757499e-20	-7.07523973864e-19	1.0	3525423744.12	27830412.7581	18414601.0206	27059625.372	2772671874.31	-27892127.9244	17904418.6548	-27892241.5317	2743326807.56
58	nan	nan	1	1	32.0	32.0	32.0	1.029	1.49600576864e-19	-1.39341593394e-17	-1.56692823436e-19	1.0	1.29155649972e-18	1.2942067864e-20	-7.41861895452e-19	1.0	3578132326.94	28082200.9361	18528616.1527	27290717.38	2826555075.13	-28035485.5584	18006413.2168	-28035492.6422	2795815184.58
59	nan	nan	1	1	32.0	32.0	32.0	1.0295	5.34259414036e-19	-7.68036082062e-18	-1.56538140661e-19	1.0	7.393340315e-20	1.04482837533e-19	-6.10128419819e-21	1.0	3630798981.65	28326104.987	18641995.0004	27514657.3557	2880466616.44	-28171181.1601	18107972.4533	-28171274.3083	2848341939.42
60	nan	nan	1	1	32.0	32.0	32.0	1.03	2.38482788044e-19	1.10819781352e-17	-1.24840579588e-19	1.0	-5.16506629165e-18	1.61275404029e-19	1.45113949221e-19	1.0	3683414747.56	28563677.7564	18753842.9167	27731888.1511	2934410267.38	-28301199.4327	18207761.9668	-28301216.967	2900911463.95
61	nan	nan	1	1	32.0	32.0	32.0	1.0305	-4.54820296729e-19	-1.51196911369e-17	-8.79979551052e-20	1.0	-4.4276033427e-18	6.55391742938e-20	2.07066468379e-19	1.0	3735973821.01	28792959.7298	18863094.9263	27941033.5892	2988388257.17	-28424617.5154	18305018.465	-28424676.0442	2953526747.34
62	nan	nan	1	1	32.0	32.0	32.0	1.031	-5.85008598977e-19	1.116241111e-17	4.69495307976e-19	1.0	-1.40451562242e-17	1.23018300699e-19	4.21226837692e-19	1.0	3788474318.02	29014685.9183	18969548.4579	28142536.3199	3042401267.17	-28542841.1529	18399408.4937	-28542872.1576	3006188623.26
63	nan	nan	1	1	32.0	32.0	32.0	1.0315	2.50728369832e-19	1.43750284079e-17	-8.51003414195e-21	1.0	6.60101709346e-18	1.48508698455e-19	6.72597099679e-19	1.0	3840914966.48	29228550.1606	19072552.2363	28336268.7814	3096449762.71	-28655366.0416	18490397.3619	-28655433.9112	3058897658.82
64	nan	nan	1	1	32.0	32.0	32.0	1.032	-4.01946911974e-19	-7.18560300314e-18	-3.3396259179e-19	1.0	-5.88092659173e-18	2.55731158177e-20	5.41717274439e-19	1.0	3893295860.14	29434756.9886	19172174.7852	28522362.6843	3150533680.67	-28763039.5424	18577984.3627	-28763103.8406	3111653787.86
65	nan	nan	1	1	32.0	32.0	32.0	1.0325	-1.17021903002e-18	1.43004919901e-17	-1.3399829615e-19	1.0	3.61209656469e-17	-2.43617925287e-19	1.92984545631e-19	1.0	3945617586.72	29633702.5235	19267998.1351	28701247.6947	3204652479.52	-28865655.6752	18661820.5478	-28865746.0347	3164456888.18
66	nan	nan	1	1	32.0	32.0	32.0	1.033	-7.16550168708e-19	1.60093404293e-18	-1.06878352587e-19	1.0	-1.27409422068e-17	-3.30346158152e-19	-1.70068333941e-20	1.0	3997881022.92	29825509.7365	19360277.048	28873039.2557	3258805923.06	-28963809.8931	18742120.4807	-28963898.7531	3217306419.77
67	nan	nan	1	1	32.0	32.0	32.0	1.0335	3.90048746043e-19	-2.61372720206e-17	-5.14274730436e-20	1.0	-9.69232008275e-18	-1.21033067229e-20	5.11621135031e-19	1.0	4050086888.48	30010652.9271	19448723.4066	29038226.8731	3312993241.01	-29057500.8373	18818644.26	-29057603.5811	3270202411.96
68	nan	nan	1	1	32.0	32.0	32.0	1.034	1.07195989942e-19	-1.9698594499e-17	1.24798393377e-19	1.0	2.37471758268e-17	2.84196097416e-19	-5.28866196442e-20	1.0	4102236427.87	30189366.7735	19533754.1783	29197022.1294	3367214188.65	-29147191.5827	18891776.2271	-29147287.6157	3323144003.19
69	nan	nan	1	1	32.0	32.0	32.0	1.0345	9.70028086896e-19	-4.64603444551e-18	2.79481167925e-19	1.0	-3.18546741042e-17	1.9222684819e-19	7.61866431386e-19	1.0	4154330491.14	30362085.3274	19615247.3384	29349888.6224	3421467798.5	-29232959.8269	18961423.4853	-29233055.9085	3376131323.43
70	nan	nan	1	1	32.0	32.0	32.0	1.035	-5.14397153167e-19	2.21171167545e-17	7.9247211405e-20	1.0	-1.12549205081e-17	8.04648212667e-20	5.77305893113e-19	1.0	4206370615.59	30529150.347	19693659.0388	29497123.8055	3475753744.02	-29315166.3512	19028021.7054	-29315251.3057	3429163316.03
71	nan	nan	1	1	32.0	32.0	32.0	1.0355	4.81359559502e-19	4.57531960213e-18	2.64678770863e-19	1.0	-1.42977292068e-17	6.99099966505e-20	-1.28516073922e-18	1.0	4258357784.07	30690929.3879	19769016.0736	29639139.7747	3530070967.82	-29393898.5758	19091609.0163	-29393972.4725	3482240090.21
72	nan	nan	1	1	32.0	32.0	32.0	1.036	4.44874277043e-19	4.20795086635e-17	3.3496265315e-19	1.0	3.83737457231e-17	-3.46522502211e-20	1.80841534239e-19	1.0	4310293576.85	30847789.4171	19841774.8286	29776244.2915	3584419099.33	-29469363.8087	19152626.2477	-29469424.335	3535360579.16
73	nan	nan	1	1	32.0	32.0	32.0	1.0365	8.67844811466e-20	-2.79088604549e-17	4.05434305437e-19	1.0	2.12156160319e-17	-2.13842731957e-20	-9.36037581165e-19	1.0	4362178796.78	30999955.8159	19912101.9192	29908724.2201	3638797225.75	-29541656.7212	19211242.0807	-29541699.1561	3588524925.57
74	nan	nan	1	1	32.0	32.0	32.0	1.037	-6.03775672715e-19	-4.86467275707e-18	4.38627409057e-19	1.0	-2.83715455849e-17	1.51192072362e-19	5.26563325617e-19	1.0	4414014802.83	31147883.0809	19980379.3539	30036953.1461	3693205002.51	-29610929.8662	19267818.4747	-29610959.4662	3641732225.63
75	nan	nan	1	1	32.0	32.0	32.0	1.0375	6.75498849268e-19	-2.46863062363e-17	1.64685869695e-19	1.0	-2.69183215976e-17	2.2379867781e-19	4.63988766638e-19	1.0	4465802353.16	31291777.4649	20046832.3711	30161215.5908	3747641652.55	-29677424.0803	19322595.2816	-29677436.7012	3694982530.98
76	nan	nan	1	1	32.0	32.0	32.0	1.038	5.73401600622e-20	-3.87553216581e-17	2.61918469159e-19	1.0	-1.55241104917e-17	2.46731433112e-19	-4.7846773608e-19	1.0	4517542870.49	31432158.2064	20111788.4948	30281924.7236	3802106731.87	-29741325.8352	19375862.6399	-29741332.7022	3748274967.79
77	nan	nan	1	1	32.0	32.0	32.0	1.0385	-2.03555913859e-19	1.28307707126e-18	3.28063139661e-19	1.0	-7.26111549408e-18	2.55499547605e-19	-9.11989786397e-19	1.0	4569237469.01	31569197.9523	20175532.4648	30399360.451	3856599359.15	-29802965.7031	19427939.1227	-29802963.7507	3801609356.78
78	nan	nan	1	1	32.0	32.0	32.0	1.039	-1.75140605457e-19	1.0745973648e-17	2.90950854298e-19	1.0	3.03573828969e-17	1.92273170304e-19	8.93778578031e-19	1.0	4620887678.75	31703337.9382	20238417.9911	30513830.252	3911118981.12	-29862476.6691	19479110.9683	-29862475.8457	3854984841.32
79	nan	nan	1	1	32.0	32.0	32.0	1.0395	-5.46729988951e-19	-1.69301529241e-17	2.7716588939e-19	1.0	3.4121567536e-17	-2.50016994505e-19	-3.86829359099e-19	1.0	4672494850.28	31834674.2577	20300791.4894	30625566.9101	3965664653.11	-29920174.8744	19529781.4745	-29920170.79	3908401088.66
80	nan	nan	1	1	32.0	32.0	32.0	1.04	-1.66210363564e-19	-8.79511532262e-18	2.25693748593e-19	1.0	2.92752817632e-17	2.95680673041e-19	-6.47569923066e-19	1.0	4724000656.31	31937471.2302	20355216.8496	30709716.4164	4020269031.25	-29980948.6295	19572633.762	-29981271.4202	3961881544.82
81	nan	nan	1	1	32.0	32.0	32.0	1.0405	-3.39402131498e-19	3.41677295909e-17	8.46602813336e-20	1.0	8.21780777514e-18	-2.00571446209e-19	3.00167300683e-20	1.0	4775464780.36	32052113.3569	20408899.3061	30804139.4496	4074901522.27	-30041280.5994	19614550.7279	-30041336.6176	4015395930.66
82	nan	nan	1	1	32.0	32.0	32.0	1.041	2.13369584647e-19	2.59565781381e-17	-3.44719248475e-20	1.0	2.55671799696e-17	-2.26376172599e-19	6.5459764955e-20	1.0	4826911545.73	32171271.312	20464992.46	30904002.3664	4129547326.05	-30097927.7794	19659039.8774	-30097930.551	4068940232.76
83	nan	nan	1	1	32.0	32.0	32.0	1.0415	8.3765602783e-19	-1.29407154237e-17	-4.96000656344e-19	1.0	-1.37927536408e-17	-2.04171336235e-19	-6.66773748167e-20	1.0	4878336599.81	32293333.8716	20522712.6834	31006728.5372	4184207572.77	-30151804.2275	19705122.3631	-30151781.1049	4122517657.56
