2	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p
251	nan	nan	1	1	32.0	32.0	32.0	0.9898	7.08794523284e-20	5.03290847237e-18	-3.03864798021e-20	1.0	-5.69826195142e-18	1.09469082265e-20	1.84663935849e-20	1.0	-1504619437.9	-12668144.7504	-14347709.5487	-12798696.9921	-835781690.452	23917857.3742	-14495558.9829	23917853.0847	-852473872.447
252	nan	nan	1	1	32.0	32.0	32.0	0.9896	4.33177943182e-20	-1.52364435445e-18	-3.75506910875e-20	1.0	5.86655929167e-18	-7.88964868253e-21	1.76718659271e-19	1.0	-1526802114.14	-12826506.6908	-14410906.6138	-12961309.7604	-856162551.173	24147698.3342	-14562350.3844	24147694.1054	-872695554.921
253	nan	nan	1	1	32.0	32.0	32.0	0.9894	-3.80800866795e-20	-2.16702129899e-18	-1.47287779871e-20	1.0	6.72204685197e-18	-2.29890035841e-20	1.55276069842e-19	1.0	-1548971884.32	-12981006.3942	-14472497.2932	-13120085.2068	-876550921.147	24374315.9932	-14627544.5057	24374311.5879	-892919019.757
254	nan	nan	1	1	32.0	32.0	32.0	0.9892	4.60772688417e-20	-5.68431899502e-19	1.98415813533e-20	1.0	-9.75166367425e-18	-4.75082913014e-20	1.46606803432e-19	1.0	-1571128962.19	-13131632.8329	-14532462.9808	-13275008.7786	-896946587.986	24597722.0828	-14691123.0096	24597717.7659	-913144274.505
255	nan	nan	1	1	32.0	32.0	32.0	0.989	-1.05465528101e-20	3.1355042125e-18	1.9255110299e-20	1.0	1.60221245057e-18	-4.77812609035e-20	-7.34966517866e-20	1.0	-1593273669.77	-13278421.5281	-14590779.0962	-13426115.1915	-917349345.587	24818018.7658	-14753058.5554	24818014.3443	-933371196.142
256	nan	nan	1	1	32.0	32.0	32.0	0.9888	4.80542305057e-20	-2.3957433558e-18	1.25334406414e-20	1.0	8.23003681332e-18	-5.2186824846e-20	-1.69543074252e-19	1.0	-1615406199.39	-13421370.156	-14647424.8338	-13573398.5523	-937758989.097	25035223.2811	-14813330.6332	25035218.9598	-953599807.249
257	nan	nan	1	1	32.0	32.0	32.0	0.9886	6.63895159635e-20	-3.05921169024e-19	-1.79001884556e-21	1.0	5.2505239751e-18	-4.2214335381e-20	-1.29031076572e-19	1.0	-1637526854.05	-13560523.0634	-14702373.5579	-13716902.6743	-958175316.818	25249439.6022	-14871909.7065	25249435.2223	-973830000.653
258	nan	nan	1	1	32.0	32.0	32.0	0.9884	1.62670030542e-19	4.37795265361e-18	2.57435150239e-20	1.0	-2.02746600348e-18	-3.54165651071e-20	1.88266307417e-21	1.0	-1659635816.26	-13695887.9077	-14755604.6042	-13856631.6522	-978598127.448	25460685.596	-14928775.4547	25460681.2977	-994061805.14
259	nan	nan	1	1	32.0	32.0	32.0	0.9882	7.30119239476e-20	1.34131306792e-18	4.64594262847e-20	1.0	1.08725943203e-18	-1.9438744395e-20	-2.20660354566e-19	1.0	-1681733380.34	-13827517.1981	-14807091.5647	-13992637.7477	-999027220.714	25669059.8631	-14983898.4619	25669055.5233	-1014295120.65
260	nan	nan	1	1	32.0	32.0	32.0	0.988	5.80912400584e-20	-3.2843140047e-18	5.09559800945e-20	1.0	5.28958675234e-18	-1.49802408933e-20	-4.0574863407e-20	1.0	-1703819727.67	-13955426.6582	-14856815.6549	-14124933.1324	-1019462397.12	25874573.9112	-15037260.3472	25874569.6135	-1034529974.25
261	nan	nan	1	1	32.0	32.0	32.0	0.9878	-2.81067700339e-20	1.38068686508e-18	6.01112151142e-20	1.0	-1.24654463951e-17	3.60683834298e-20	-1.39828265107e-19	1.0	-1725895147.75	-14079674.6131	-14904752.4685	-14253576.1458	-1039903459.97	26077316.5952	-15088833.6178	26077312.2665	-1054766266.51
262	nan	nan	1	1	32.0	32.0	32.0	0.9876	-1.17515895264e-19	8.16030217896e-20	3.6003863342e-20	1.0	1.78286935809e-17	7.99536236482e-20	-3.21227319079e-19	1.0	-1747959821.26	-14200283.3435	-14950886.5	-14378585.5267	-1060350216.51	26277293.1771	-15138603.238	26277288.8617	-1075004017.58
263	nan	nan	1	1	32.0	32.0	32.0	0.9874	1.64288823001e-19	-4.07714015205e-19	2.53282703564e-20	1.0	6.62984930089e-18	1.2831391098e-19	4.62741378274e-20	1.0	-1770014030.5	-14317317.0077	-14995196.1235	-14500025.7101	-1080802478.96	26474585.6041	-15186544.4375	26474581.2863	-1095243126.26
264	nan	nan	1	1	32.0	32.0	32.0	0.9872	-2.35568630746e-20	-9.82366312913e-19	1.58636697875e-20	1.0	3.40191592674e-18	1.39120198503e-19	-1.70313179402e-19	1.0	-1792057951.99	-14430805.4266	-15037668.9444	-14617923.0209	-1101260064.64	26669196.4052	-15232645.3473	26669192.0922	-1115483606.39
265	nan	nan	1	1	32.0	32.0	32.0	0.987	-1.51808321919e-20	-6.10108567484e-19	9.45632876271e-21	1.0	-1.65904422543e-17	6.68345391331e-20	1.46414277144e-19	1.0	-1814091858.59	-14540820.31	-15078285.588	-14732349.7371	-1121722794.86	26861202.8035	-15276883.3954	26861198.5244	-1135725357.45
266	nan	nan	1	1	32.0	32.0	32.0	0.9868	-3.28502372566e-20	1.10028256359e-19	-3.07132161441e-20	1.0	-1.10766333076e-17	1.43499292666e-20	6.43827757975e-20	1.0	-1836115920.34	-14647400.3472	-15117036.0498	-14843341.1335	-1142190494.61	27050603.9254	-15319249.1475	27050599.643	-1155968391.87
267	nan	nan	1	1	32.0	32.0	32.0	0.9866	4.84116759279e-20	1.21918812229e-18	-5.98630609305e-20	1.0	-6.49418837171e-18	-2.71943898183e-20	-4.4921862962e-19	1.0	-1858130398.82	-14750626.2068	-15153902.8305	-14950978.7526	-1162662989.13	27237468.4967	-15359721.8701	27237464.2783	-1176212617.13
268	nan	nan	1	1	32.0	32.0	32.0	0.9864	1.39076151135e-19	-6.60252256217e-19	-8.91138217516e-20	1.0	1.47939548563e-17	4.31937172263e-20	-7.64414147673e-20	1.0	-1880135454.9	-14850546.525	-15188878.3299	-15055307.9327	-1183140104.86	27421787.2739	-15398294.5827	27421783.0423	-1196458053.76
269	nan	nan	1	1	32.0	32.0	32.0	0.9862	-6.39232769672e-20	3.44140222047e-19	-1.13461055901e-19	1.0	1.28886187615e-17	7.98361640012e-20	7.94258824173e-20	1.0	-1902131336.3	-14947252.3326	-15221947.2455	-15156420.9233	-1203621665.69	27603617.9433	-15434948.7287	27603613.8056	-1216704625.72
270	nan	nan	1	1	32.0	32.0	32.0	0.986	-1.06478410761e-19	-3.38621603872e-18	-4.16088391726e-20	1.0	7.35826785703e-19	4.59101783579e-20	-1.43314004208e-19	1.0	-1924118192.82	-15040803.789	-15253104.73	-15254374.7662	-1224107496.62	27782945.3939	-15469680.1306	27782941.2362	-1236952366.74
271	nan	nan	1	1	32.0	32.0	32.0	0.9858	1.5703527621e-19	-2.58297403309e-18	1.77546046678e-20	1.0	7.94838346911e-18	3.27861307592e-20	4.5322880123e-20	1.0	-1946096258.35	-15131303.7276	-15282337.9874	-15349273.9073	-1244597419.87	27959823.5662	-15502472.7249	27959819.5346	-1257201217.39
272	nan	nan	1	1	32.0	32.0	32.0	0.9856	-1.28212994946e-22	2.40213249885e-21	8.43724224804e-23	1.0	2.15546740563e-17	1.82012821986e-20	-5.64765835027e-20	1.0	-1968065673.41	-15218823.6242	-15309645.3113	-15441186.9128	-1265091260.22	28134240.9762	-15533325.5288	28134236.921	-1277451221.17
273	nan	nan	1	1	32.0	32.0	32.0	0.9854	4.07460897937e-20	-2.9141242108e-19	-1.57875691712e-20	1.0	1.04364219833e-18	3.30144326082e-20	-2.39293425044e-19	1.0	-1990026661.71	-15303475.3072	-15335016.8729	-15530227.5881	-1285588838.84	28306255.9267	-15562225.449	28306252.0291	-1297702330.6
274	nan	nan	1	1	32.0	32.0	32.0	0.9852	1.41085579638e-19	9.2587649452e-19	-7.96244057644e-21	1.0	-2.10011678037e-17	5.0673084325e-20	4.87738776386e-20	1.0	-2011979357.14	-15385336.5179	-15358454.4651	-15616470.9169	-1306089980.67	28475864.0027	-15589175.0689	28475860.0762	-1317954595.68
275	nan	nan	1	1	32.0	32.0	32.0	0.985	-8.51185393929e-20	2.05986170499e-18	3.74216509119e-21	1.0	9.72076186093e-19	3.27861307592e-20	-2.4454105885e-19	1.0	-2033923974.09	-15464521.7618	-15379951.5377	-15700033.6552	-1326594506.66	28643125.8759	-15614164.5948	28643122.1307	-1338207979.38
276	nan	nan	1	1	32.0	32.0	32.0	0.9848	4.88996090917e-20	7.80421746887e-19	6.66045829228e-21	1.0	-1.01661159027e-18	-2.03254820117e-20	3.3259939814e-19	1.0	-2055860638.84	-15541108.6828	-15399513.6753	-15780990.7672	-1347102244.05	28808039.5774	-15637200.4742	28808035.7874	-1358462537.42
277	nan	nan	1	1	32.0	32.0	32.0	0.9846	-5.72954923091e-20	6.26245206874e-19	4.08709940662e-20	1.0	2.35409679719e-17	-3.21806345508e-20	-1.4555731803e-19	1.0	-2077789554.97	-15615208.6911	-15417137.4748	-15859456.0997	-1367613016.49	28970665.3806	-15658276.0796	28970661.7809	-1378718242.0
278	nan	nan	1	1	32.0	32.0	32.0	0.9844	-5.33399146199e-20	-5.1190237644e-18	4.02092495762e-20	1.0	4.65550218937e-17	4.3794250351e-20	-3.01093742969e-22	1.0	-2099710841.2	-15686894.5606	-15432831.6654	-15935499.7604	-1388126656.6	29131005.3147	-15677401.0694	29131001.6441	-1398975151.3
279	nan	nan	1	1	32.0	32.0	32.0	0.9842	-8.1010760471e-20	-6.30424123329e-19	-1.03066704324e-21	1.0	-2.61542896073e-17	1.6977054892e-20	-2.29903270731e-19	1.0	-2121624692.14	-15756270.6765	-15446595.2386	-16009228.6763	-1408642994.4	29289123.7977	-15694571.2226	29289120.3163	-1419233240.71
280	nan	nan	1	1	32.0	32.0	32.0	0.984	-2.1213212245e-19	-3.67473332765e-19	-4.62360875193e-20	1.0	9.55925980941e-18	6.06157952879e-21	-5.53747789267e-20	1.0	-2143531223.13	-15823401.9539	-15458439.9217	-16080705.052	-1429161870.93	29445031.3076	-15709799.272	29445027.7265	-1439492563.05
281	nan	nan	1	1	32.0	32.0	32.0	0.9838	-6.26142636478e-20	3.29589122455e-18	-8.12159012629e-20	1.0	3.45102266186e-17	2.54771628666e-20	-8.62385419423e-20	1.0	-2165430623.76	-15888383.6441	-15468368.0765	-16150026.715	-1449683124.35	29598798.6561	-15723084.4025	29598795.2588	-1459753090.48
282	nan	nan	1	1	32.0	32.0	32.0	0.9836	2.22306443985e-19	-2.89298809179e-18	-1.11029144901e-19	1.0	-5.47429122004e-18	3.82885361939e-20	-7.84498092945e-20	1.0	-2187323010.08	-15951271.9522	-15476396.3785	-16217247.0915	-1470206602.43	29750443.9474	-15734444.4202	29750440.4238	-1480014867.55
283	nan	nan	1	1	32.0	32.0	32.0	0.9834	-4.53857458496e-20	1.35697325128e-18	8.54394854706e-20	1.0	-7.99299001082e-18	7.28481421863e-20	-2.92623413497e-20	1.0	-2209208567.91	-16012153.009	-15482533.1798	-16282454.8869	-1490732148.44	29900040.1919	-15743884.5911	29900036.8479	-1500277864.78
284	nan	nan	1	1	32.0	32.0	32.0	0.9832	-1.04889810394e-19	2.45024794072e-18	-6.40568666361e-21	1.0	-1.68298829175e-18	7.24378606025e-20	-4.8216688778e-19	1.0	-2231087413.96	-16071075.1094	-15486802.817	-16345695.5593	-1511259613.55	30047606.5848	-15751430.5653	30047603.0992	-1520542122.1
285	nan	nan	1	1	32.0	32.0	32.0	0.983	2.68827081635e-19	1.84289223032e-19	-4.75297979973e-20	1.0	3.64320451143e-18	7.83472388986e-20	3.02218708602e-20	1.0	-2252959728.57	-16128115.9599	-15489222.1863	-16407049.3775	-1531788844.33	30193211.4776	-15757096.299	30193208.1755	-1540807612.29
286	nan	nan	1	1	32.0	32.0	32.0	0.9828	1.76222557698e-20	-2.89889747008e-18	-6.60023954368e-20	1.0	-1.92822352057e-17	3.19721850364e-20	2.14034637859e-19	1.0	-2274825627.34	-16183316.1591	-15489825.0325	-16466554.0554	-1552319694.62	30336870.452	-15760917.0731	30336867.0026	-1561074373.52
287	nan	nan	1	1	32.0	32.0	32.0	0.9826	-1.01121175523e-19	1.19339663079e-18	-6.49055539446e-20	1.0	-1.80511191389e-17	-4.27486940567e-20	-1.76612986947e-19	1.0	-2296685283.81	-16236744.1906	-15488637.862	-16524280.5998	-1572852014.98	30478644.7757	-15762916.6348	30478641.5082	-1581342381.64
288	nan	nan	1	1	32.0	32.0	32.0	0.9824	1.23067931536e-19	1.20041112238e-18	-5.4443373557e-20	1.0	-2.44559554609e-17	1.46076787454e-19	-3.99958369782e-20	1.0	-2318538811.17	-16288431.4968	-15485704.2274	-16580257.4839	-1593385664.35	30618545.0605	-15763140.319	30618541.6278	-1601611671.79
289	nan	nan	1	1	32.0	32.0	32.0	0.9822	-1.08711384824e-19	-5.11255190328e-18	-3.09266287421e-20	1.0	1.79110079781e-17	1.24050622103e-19	-7.07934255447e-20	1.0	-2340386376.56	-16338436.0466	-15481060.2797	-16634545.1133	-1613920500.33	30756624.576	-15761621.7257	30756621.2996	-1621882219.02
290	nan	nan	1	1	32.0	32.0	32.0	0.982	7.75796152901e-20	1.28616659085e-19	-6.2005458717e-21	1.0	2.47089734666e-17	1.12281496348e-19	-6.51619799345e-20	1.0	-2362228091.27	-16386779.2501	-15474758.7725	-16687161.8028	-1634456389.6	30892887.4233	-15758415.6418	30892883.9454	-1642154051.85
291	nan	nan	1	1	32.0	32.0	32.0	0.9818	-3.01755487459e-21	-1.74613856843e-18	1.42605937604e-21	1.0	1.55953820277e-17	7.81189370495e-20	3.72297450098e-20	1.0	-2384064118.05	-16433508.3919	-15466843.8874	-16738157.15	-1654993197.34	31027376.1866	-15753563.9031	31027372.8276	-1662427141.68
292	nan	nan	1	1	32.0	32.0	32.0	0.9816	-3.00829045173e-20	6.08002896517e-18	-3.42783645842e-21	1.0	1.06902539348e-17	4.81319854832e-20	1.79630541822e-19	1.0	-2405894567.29	-16478635.3056	-15457374.5855	-16787539.7483	-1675530797.2	31160084.4466	-15747127.7082	31160080.8537	-1682701510.13
293	nan	nan	1	1	32.0	32.0	32.0	0.9814	-4.57728663762e-20	2.83959854633e-18	-3.01441158827e-20	1.0	4.03963412871e-17	5.89283468383e-21	-2.51965832029e-19	1.0	-2427719598.84	-16522197.8609	-15446399.4391	-16835349.6571	-1696069059.78	31291041.0983	-15739153.4443	31291037.5956	-1702977125.9
294	nan	nan	1	1	32.0	32.0	32.0	0.9812	7.16536933818e-20	5.4773054662e-18	2.41156235784e-20	1.0	-3.6371191091e-17	1.90761084145e-19	-1.99310822956e-19	1.0	-2449539323.1	-16564200.4703	-15433980.0282	-16881587.9476	-1716607863.29	31420230.1497	-15729705.0643	31420226.3959	-1723254005.41
295	nan	nan	1	1	32.0	32.0	32.0	0.981	2.77555491458e-19	-6.52671973084e-19	5.92344036649e-20	1.0	3.46712422879e-17	9.88910965919e-20	1.98788044809e-20	1.0	-2471353899.18	-16604674.8999	-15420166.4179	-16926288.5144	-1737147080.91	31547673.1152	-15718830.5631	31547669.4371	-1743532115.1
296	nan	nan	1	1	32.0	32.0	32.0	0.9808	-2.66517593365e-19	1.35826365304e-18	1.08317646853e-19	1.0	-6.90728898706e-19	-7.49756507218e-21	4.13656480726e-19	1.0	-2493163439.51	-16643622.7228	-15405020.4546	-16969449.5714	-1757686593.52	31673353.5666	-15706594.2476	31673349.6376	-1763811465.54
297	nan	nan	1	1	32.0	32.0	32.0	0.9806	1.87538388478e-20	4.85304880151e-18	8.25443533267e-20	1.0	-3.88554990206e-17	1.14246877483e-19	-3.56402347447e-19	1.0	-2514968104.3	-16681074.9759	-15388591.8912	-17011104.2978	-1778226276.41	31797294.6675	-15693043.8909	31797290.8231	-1784092018.9
298	nan	nan	1	1	32.0	32.0	32.0	0.9804	-2.77337115777e-20	-1.85787412557e-18	4.6123590956e-20	1.0	-2.03763767804e-17	-1.42880561568e-19	-5.76114753031e-20	1.0	-2536768009.47	-16717035.5592	-15370941.6888	-17051253.301	-1798766012.67	31919486.8911	-15678242.9878	31919482.8272	-1804373778.35
299	nan	nan	1	1	32.0	32.0	32.0	0.9802	-1.0930033742e-19	-1.02289353072e-17	7.7953500927e-21	1.0	-6.46147172412e-18	9.98506261025e-20	1.83170874844e-20	1.0	-2558563316.89	-16751538.3135	-15352119.3632	-17089932.6321	-1819305677.85	32039960.089	-15662239.1668	32039956.1553	-1824656702.83
300	nan	nan	1	1	32.0	32.0	32.0	0.98	-5.19204726887e-20	-6.91590490032e-18	-3.82438684408e-20	1.0	-2.6321595158e-17	-1.62709735212e-19	1.47039625687e-19	1.0	-2580354146.51	-16784590.6982	-15332186.1172	-17127146.5673	-1839845153.23	32158712.8731	-15645096.2575	32158708.7833	-1844940791.68
301	nan	nan	1	1	32.0	32.0	32.0	0.9802	1.65330243392e-19	1.67433267382e-18	-7.33179807743e-20	1.0	-4.09581127284e-17	1.00786994556e-19	-9.64492594237e-20	1.0	-2543960376.29	-16638123.8669	-15102236.7252	-16974120.8214	-1827342359.94	31944564.3228	-15407308.9942	31944560.4016	-1832294523.13
302	nan	nan	1	1	32.0	32.0	32.0	0.9804	-5.03521382473e-20	5.53516178696e-18	-4.03134743334e-20	1.0	-1.29184369683e-17	9.47055626924e-20	8.4134194464e-20	1.0	-2509727172.63	-16505373.8405	-14895270.1065	-16835529.2731	-1813636137.22	31738581.3582	-15193048.8349	31739215.5436	-1818494162.07
303	nan	nan	1	1	32.0	32.0	32.0	0.9806	-1.27226995656e-19	2.65184839962e-18	-2.08151729343e-20	1.0	1.42253922623e-17	-1.21486362204e-19	1.11053960319e-19	1.0	-2476461810.29	-16387789.7174	-14714303.8223	-16711879.5111	-1799377574.8	31537506.8234	-15005419.5871	31537480.2759	-1804171962.21
304	nan	nan	1	1	32.0	32.0	32.0	0.9808	4.7050033242e-20	3.82780806309e-18	2.46317842806e-20	1.0	2.50466219752e-17	-1.25254997075e-19	-2.94767465644e-19	1.0	-2443752107.41	-16294714.6106	-14546373.8642	-16613618.4052	-1784783330.05	31369886.4267	-14831148.1406	31370028.9479	-1789554307.39
305	nan	nan	1	1	32.0	32.0	32.0	0.981	9.90300629348e-20	1.33379565052e-17	4.93495953449e-20	1.0	-3.64246137236e-17	-1.21727898943e-19	-2.30551780331e-20	1.0	-2411290000.56	-16214824.5606	-14394221.1977	-16528765.2112	-1770028136.69	31215873.4654	-14673006.6984	31215899.6104	-1774800526.18
306	nan	nan	1	1	32.0	32.0	32.0	0.9812	-1.14375917659e-19	-1.85931672856e-18	6.92068931299e-20	1.0	-3.32639433682e-17	-9.79944328079e-20	-1.02967442651e-19	1.0	-2378974408.36	-16147000.4627	-14249952.2325	-16456337.6256	-1755170700.09	31080280.1216	-14522969.2151	31080312.464	-1759960561.16
307	nan	nan	1	1	32.0	32.0	32.0	0.9814	-4.22788554688e-20	-6.26930112421e-19	2.48948277154e-20	1.0	1.45001882792e-17	1.13687703389e-20	7.63388443713e-20	1.0	-2346727175.71	-16087013.1281	-14113584.2726	-16391865.1449	-1740255767.28	30954616.7915	-14381059.7005	30954614.3553	-1745074922.39
308	nan	nan	1	1	32.0	32.0	32.0	0.9816	-2.00508580483e-20	-1.24005888176e-17	-8.91369828087e-21	1.0	1.21463432758e-17	1.21324234804e-19	-1.45550700585e-19	1.0	-2314517459.11	-16033005.0391	-13982107.9883	-16333527.123	-1725301841.69	30837922.7105	-14244192.1373	30837930.1836	-1730158504.7
309	nan	nan	1	1	32.0	32.0	32.0	0.9818	-1.42837548176e-19	-4.5754999275e-19	-2.1496769759e-20	1.0	-1.21731141491e-17	-2.87329457576e-20	1.84368632371e-19	1.0	-2282321984.93	-15983080.6476	-13854648.5429	-16279351.4149	-1710322687.57	30726823.9518	-14111473.8997	30726827.4346	-1715223127.28
310	nan	nan	1	1	32.0	32.0	32.0	0.982	-5.980846701e-20	-3.00945512204e-18	2.27077621758e-20	1.0	1.9778652761e-17	5.62416642087e-20	-8.13945722752e-22	1.0	-2250129191.76	-15936196.8889	-13729812.28	-16228301.6099	-1695325554.81	30620373.863	-13981476.5536	30620381.8641	-1700274161.44
311	nan	nan	1	1	32.0	32.0	32.0	0.9822	1.47595491059e-19	-2.9577927297e-18	7.0560160612e-20	1.0	2.10611963008e-17	1.28487618909e-19	-2.59423692431e-19	1.0	-2217930036.65	-15891442.3393	-13607020.8045	-16179428.8718	-1680316030.1	30516954.5445	-13853613.457	30516956.5021	-1685316029.62
312	nan	nan	1	1	32.0	32.0	32.0	0.9824	2.15728703754e-20	-8.71385144488e-19	4.20621341483e-20	1.0	-2.30842054551e-17	1.27491693452e-19	2.12161900953e-19	1.0	-2185720246.57	-15848284.5197	-13485509.2001	-16132208.2086	-1665296964.82	30416128.633	-13727104.0425	30416132.2015	-1670350573.66
313	nan	nan	1	1	32.0	32.0	32.0	0.9826	-1.03430663794e-19	1.64820700135e-18	2.43836300968e-20	1.0	1.02874765335e-17	5.80118307196e-20	-2.88825000124e-19	1.0	-2153496161.3	-15806260.4004	-13364958.8228	-16086155.2285	-1650270717.68	30317030.8783	-13601625.5086	30317031.0962	-1655379516.19
314	nan	nan	1	1	32.0	32.0	32.0	0.9828	2.29559163596e-20	1.32623521972e-18	4.01678905456e-21	1.0	-6.97935296203e-19	-2.6914471899e-19	4.19109255323e-19	1.0	-2121256199.82	-15765101.4058	-13244984.7426	-16041005.2781	-1635238418.07	30219421.1261	-13476784.1085	30219422.8748	-1640403472.69
315	nan	nan	1	1	32.0	32.0	32.0	0.983	4.81630874743e-19	1.03664259599e-18	7.50418251708e-21	1.0	-1.23687522902e-17	-1.04211522292e-19	-1.65945665768e-19	1.0	-2088998810.43	-15724563.6384	-13125419.6438	-15996501.8724	-1620201101.53	30122815.2547	-13352409.8795	30122815.1344	-1625423159.07
316	nan	nan	1	1	32.0	32.0	32.0	0.9832	-2.74676902927e-19	4.73128781535e-18	-6.20666700823e-20	1.0	8.03941138679e-18	1.05210756472e-19	1.14084750083e-19	1.0	-2056723430.44	-15684501.0765	-13006049.3897	-15952502.6634	-1605159216.91	30027100.2689	-13228283.9574	30027101.4825	-1610438758.95
317	nan	nan	1	1	32.0	32.0	32.0	0.9834	1.43135333196e-19	-5.1219420576e-18	-4.79367708587e-20	1.0	2.73194595269e-18	-2.1996386849e-19	2.68714585072e-19	1.0	-2024429313.21	-15644773.3586	-12886789.1747	-15908858.9799	-1590113275.18	29931979.1358	-13104320.5488	29931978.8129	-1595450618.06
318	nan	nan	1	1	32.0	32.0	32.0	0.9836	3.5517812014e-19	-3.06636514818e-18	-4.72717176462e-20	1.0	1.3950123098e-17	1.56800356916e-19	-1.18227270591e-19	1.0	-1992116304.62	-15605298.971	-12767514.9041	-15865493.0095	-1575063438.45	29837412.2262	-12980392.9917	29837413.0985	-1580458755.47
319	nan	nan	1	1	32.0	32.0	32.0	0.9838	1.5983114668e-19	7.07733746867e-18	-1.66197128674e-20	1.0	-1.57598354596e-17	-1.57726799202e-20	1.09809880678e-19	1.0	-1959784007.73	-15565991.9227	-12648187.3994	-15822312.3492	-1560009980.53	29743189.8941	-12856461.8757	29743189.4164	-1565463363.58
320	nan	nan	1	1	32.0	32.0	32.0	0.984	-2.07959823441e-19	-1.24064187865e-17	1.84180035191e-20	1.0	1.84419454348e-17	4.26163451587e-20	2.65571298744e-19	1.0	-1927432456.15	-15526807.8428	-12528724.8917	-15779276.4568	-1544952930.54	29649305.5885	-12732443.7628	29649306.3183	-1550464386.13
321	nan	nan	1	1	32.0	32.0	32.0	0.9842	-2.25965891015e-19	4.94051818821e-19	-1.23051387923e-20	1.0	-5.45782205405e-17	9.23927656997e-20	-3.66381454357e-19	1.0	-1895061442.43	-15487695.325	-12409100.8142	-15736328.5182	-1529892442.94	29555582.7059	-12608312.0059	29555582.1839	-1535461928.21
322	nan	nan	1	1	32.0	32.0	32.0	0.9844	7.06015196426e-20	4.7385471524e-18	-3.79791706448e-20	1.0	-3.77401386088e-17	1.33692239323e-19	-3.77062010426e-20	1.0	-1862671143.9	-15448636.7042	-12289236.1021	-15693455.0065	-1514828467.2	29462019.7527	-12483986.0954	29462020.4925	-1520455863.15
323	nan	nan	1	1	32.0	32.0	32.0	0.9846	2.81962709762e-19	-6.7216828925e-18	-7.44313658787e-20	1.0	1.01352786095e-17	-9.3173624198e-21	-1.66958134838e-20	1.0	-1830261519.21	-15409603.4622	-12169088.2348	-15650622.398	-1499761069.6	29368436.2839	-12359423.2043	29368435.6578	-1505446216.5
324	nan	nan	1	1	32.0	32.0	32.0	0.9848	1.22025683964e-20	1.1442382796e-17	-3.31782143695e-20	1.0	-2.44399346268e-17	4.43434982777e-20	2.27984211709e-19	1.0	-1797832923.18	-15370593.8623	-12048553.5414	-15607833.7229	-1484690102.9	29274821.3959	-12234518.018	29274822.2822	-1490432781.42
325	nan	nan	1	1	32.0	32.0	32.0	0.985	-1.30290872644e-19	-2.9463114628e-18	3.47415857272e-22	1.0	-1.35285025224e-17	9.71043864688e-20	-1.50566723819e-19	1.0	-1765385482.49	-15331591.2541	-11927549.64	-15565066.7519	-1469615529.44	29180941.8877	-12109187.3023	29180940.9719	-1475415532.0
326	nan	nan	1	1	32.0	32.0	32.0	0.9852	-1.14878843471e-19	-7.41771898201e-18	-1.79977957679e-20	1.0	-5.88633635294e-18	1.2790859248e-19	-1.08129049673e-19	1.0	-1732919833.1	-15292616.0962	-11805899.198	-15522348.2071	-1454537027.35	29086732.8969	-11983251.1363	29086733.8	-1460394162.43
327	nan	nan	1	1	32.0	32.0	32.0	0.9854	1.34400305928e-19	2.27150413652e-19	-3.98304008557e-20	1.0	-1.83681410718e-18	-5.42928266855e-20	5.27185365437e-19	1.0	-1700436417.03	-15253693.1238	-11683407.8577	-15479696.4566	-1439454348.72	28991801.4718	-11856512.7886	28991799.8888	-1445368574.42
328	nan	nan	1	1	32.0	32.0	32.0	0.9856	-1.45861720495e-19	3.70578899657e-18	4.78441266301e-21	1.0	-1.59636163666e-17	-1.16334681349e-20	2.51098946747e-19	1.0	-1667936429.22	-15214930.4428	-11559717.8379	-15437228.6826	-1424366816.87	28895922.3641	-11728609.4697	28895922.9428	-1430338285.76
329	nan	nan	1	1	32.0	32.0	32.0	0.9858	-1.16771432713e-19	3.40457613959e-18	4.95828602777e-20	1.0	-5.77934550379e-18	-1.73542492514e-19	-2.42092604237e-19	1.0	-1635420960.66	-15176498.1959	-11434389.4256	-15395108.8238	-1409273763.48	28798406.0727	-11599095.87	28798403.181	-1415303036.57
330	nan	nan	1	1	32.0	32.0	32.0	0.986	-2.27441581228e-20	3.22004868855e-18	7.04096137405e-20	1.0	-2.4129778293e-17	2.91630796762e-19	-5.85908571484e-20	1.0	-1602892201.55	-15138739.1591	-11306728.4137	-15353694.3184	-1394173909.34	28698755.1887	-11467268.3997	28698754.9087	-1400262015.14
331	nan	nan	1	1	32.0	32.0	32.0	0.9862	-8.65760316323e-20	-1.97247503636e-18	4.40754917593e-20	1.0	-3.36503889155e-17	-2.3009186791e-19	5.64401875557e-20	1.0	-1570352308.14	-15102134.6273	-11175925.8819	-15313461.5494	-1379065959.73	28595872.1227	-11332308.5734	28595866.9049	-1385214637.05
